768768	1	2.698055	2.691065	0.000005	0.005991	0.000999	4.106708
512384	1	1.038221	1.035713	0.000005	0.002272	0.000235	2.152981
256192	1	0.191712	0.191146	0.000004	0.000485	0.00008	1.341674
192128	1	0.130447	0.130155	0.000005	0.000247	0.000045	1.203036
768768	2	1.375432	0.684911	0.000009	0.004347	0.001262	2.749676
512384	2	0.530838	0.264498	0.000011	0.001316	0.000527	2.006051
256192	2	0.099625	0.049502	0.000008	0.000428	0.00019	1.502459
192128	2	0.065788	0.032687	0.000011	0.000304	0.000109	1.216695
768768	4	0.725651	0.17959	0.000019	0.005327	0.001963	2.584352
512384	4	0.284579	0.070593	0.000023	0.001557	0.000648	2.644365
256192	4	0.055755	0.01376	0.000018	0.000458	0.000258	2.461334
192128	4	0.038651	0.00955	0.000025	0.000303	0.000147	1.964281
768768	8	0.37985	0.046626	0.00004	0.004693	0.002149	4.752572
512384	8	0.152732	0.018834	0.000049	0.001371	0.000688	3.504322
256192	8	0.031426	0.003836	0.00004	0.000443	0.000298	3.172943
192128	8	0.025072	0.003066	0.000064	0.000316	0.000223	3.65023
768768	16	0.205089	0.012427	0.000086	0.004088	0.002166	6.184238
512384	16	0.08554	0.005193	0.000108	0.001616	0.000843	5.959479
256192	16	0.021708	0.001306	0.000109	0.000509	0.000301	5.816224
192128	16	0.020111	0.001219	0.000203	0.000401	0.000202	7.101756
768768	32	0.130503	0.003606	0.0002	0.012414	0.002705	8.797952
512384	32	0.064295	0.001738	0.00029	0.007083	0.001594	8.69242
256192	32	0.027776	0.000658	0.000439	0.005819	0.000898	12.913788
192128	32	0.022998	0.000693	0.000925	0.000711	0.000096	10.250289
768768	64	0.119727	0.001074	0.000478	0.048549	0.002413	8.664391
512384	64	0.083193	0.000678	0.000904	0.038011	0.001799	12.040147
256192	64	0.068221	0.000483	0.002578	0.036317	0.000967	13.543555
192128	64	0.051459	0.000369	0.003934	0.027002	0.000852	8.414064
