768768	1	2.69866632	2.69866632	0.000005	0.00589108	0.00092736	2.85394364
768768	2	1.36995676	0.68497836	0.000009	0.00294376	0.00149168	1.52183956
768768	4	0.71548368	0.17887088	0.000019	0.00153452	0.00181408	0.87365212
768768	8	0.37053244	0.04631668	0.00004	0.00083036	0.00204392	0.53786888
768768	16	0.19658688	0.01228676	0.00008504	0.00045492	0.00231248	0.38987368
768768	24	0.13332504	0.00555524	0.00013024	0.00025968	0.00247944	0.3147996
768768	48	0.07709048	0.00160596	0.00030104	0.00020192	0.00696988	0.27576516
768768	72	0.07324064	0.00101724	0.00063876	0.0001428	0.0088902	0.26965084
768768	96	0.06480992	0.00067512	0.00101264	0.00012704	0.00955372	0.27098324
768768	120	0.05981492	0.00049848	0.00145652	0.00009276	0.0105326	0.25844516
