192128	1	0.13140672	0.13140672	0.000005	0.00026024	0.0000438	0.1542492
192128	2	0.06616076	0.03308036	0.000011	0.000127	0.00011884	0.07716888
192128	4	0.037076	0.00926904	0.000024	0.00006384	0.00017208	0.05679564
192128	8	0.02421448	0.00302692	0.00006296	0.0000402	0.00022924	0.0383076
192128	16	0.01991224	0.0012444	0.0002074	0.00001732	0.00027456	0.0413514
192128	24	0.01846564	0.00076948	0.00043284	0.00000776	0.00029092	0.0445324
192128	48	0.0261608	0.00054512	0.0023782	0.0000098	0.00286976	0.05873064
192128	72	0.02960592	0.00041112	0.00605572	0.00000292	0.00374288	0.06720784
192128	96	0.0285654	0.00029756	0.01071208	0.0000026	0.00432544	0.06085564
192128	120	0.03051152	0.00025428	0.01760284	0.00000224	0.00426736	0.06283968
