512384	1	1.03732176	1.03732176	0.000005	0.00201816	0.00026408	1.09033928
512384	2	0.52888372	0.26444176	0.000011	0.00098672	0.00044704	0.58115388
512384	4	0.28096988	0.07024256	0.000023	0.000451	0.00061312	0.3355534
512384	8	0.14835208	0.01854408	0.00004804	0.0002196	0.00076676	0.20673916
512384	16	0.07982816	0.00498924	0.00010388	0.0001156	0.00090968	0.1433558
512384	24	0.0563288	0.00234712	0.00016376	0.00007272	0.00098688	0.1276028
512384	48	0.03946472	0.0008222	0.00046256	0.00006836	0.00644152	0.118573
512384	72	0.03373752	0.00046852	0.00088772	0.00003256	0.00612404	0.11243296
512384	96	0.04512552	0.00047004	0.00209892	0.0000292	0.0068578	0.13249372
512384	120	0.04038064	0.00033656	0.00288944	0.00002004	0.00830456	0.12219464
