256192	1	0.191589	0.190939	0.000004	0.000577	0.000073	0.301773
256192	2	0.099471	0.049509	0.000008	0.000284	0.000169	0.180514
256192	4	0.053621	0.013332	0.000017	0.000117	0.000176	0.211341
256192	8	0.031685	0.003915	0.000041	0.00006	0.000305	0.255498
256192	16	0.021282	0.001302	0.000108	0.000025	0.000432	0.437017
256192	24	0.017944	0.000732	0.000204	0.000018	0.000355	0.574565
256192	48	0.024028	0.000398	0.000896	0.000007	0.00491	0.607831
256192	72	0.027265	0.000291	0.002171	0.000008	0.006271	0.639405
256192	96	0.056939	0.000553	0.009644	0.000003	0.003894	0.694141
256192	120	0.064419	0.000482	0.015779	0.000004	0.00656	0.693082
